date,value,country,series_type
1991-04-01,56.90967,Australia,CPI
1991-07-01,57.01617,Australia,CPI
1991-10-01,57.73336,Australia,CPI
1992-01-01,57.69143,Australia,CPI
1992-04-01,57.44234,Australia,CPI
1992-07-01,57.50984,Australia,CPI
1992-10-01,57.78128,Australia,CPI
1993-01-01,58.18489,Australia,CPI
1993-04-01,58.54932,Australia,CPI
1993-07-01,58.79318000000001,Australia,CPI
1993-10-01,58.8029,Australia,CPI
1994-01-01,59.19266999999999,Australia,CPI
1994-04-01,59.53634,Australia,CPI
1994-07-01,59.8792,Australia,CPI
1994-10-01,60.46681,Australia,CPI
1995-01-01,61.31422,Australia,CPI
1995-04-01,62.32744,Australia,CPI
1995-07-01,62.95887,Australia,CPI
1995-10-01,63.557030000000005,Australia,CPI
1996-01-01,64.28841,Australia,CPI
1996-04-01,64.69064,Australia,CPI
1996-07-01,64.83279,Australia,CPI
1996-10-01,64.73351,Australia,CPI
1997-01-01,64.70554,Australia,CPI
1997-04-01,64.43648,Australia,CPI
1997-07-01,64.08791,Australia,CPI
1997-10-01,64.24722,Australia,CPI
1998-01-01,64.58221,Australia,CPI
1998-04-01,64.94509000000001,Australia,CPI
1998-07-01,64.99551,Australia,CPI
1998-10-01,65.22624,Australia,CPI
1999-01-01,65.17895,Australia,CPI
1999-04-01,65.35501,Australia,CPI
1999-07-01,65.73337,Australia,CPI
1999-10-01,66.19513,Australia,CPI
2000-01-01,66.64908,Australia,CPI
2000-04-01,67.02261,Australia,CPI
2000-07-01,69.8252,Australia,CPI
2000-10-01,69.9557,Australia,CPI
2001-01-01,70.52045,Australia,CPI
2001-04-01,71.04397,Australia,CPI
2001-07-01,71.4927,Australia,CPI
2001-10-01,72.04432,Australia,CPI
2002-01-01,72.77962,Australia,CPI
2002-04-01,73.21579,Australia,CPI
2002-07-01,73.66964,Australia,CPI
2002-10-01,73.9926,Australia,CPI
2003-01-01,74.41976,Australia,CPI
2003-04-01,74.93304,Australia,CPI
2003-07-01,75.4676,Australia,CPI
2003-10-01,75.73663,Australia,CPI
2004-01-01,76.05994,Australia,CPI
2004-04-01,76.54021999999999,Australia,CPI
2004-07-01,76.84136,Australia,CPI
2004-10-01,77.20971999999999,Australia,CPI
2005-01-01,77.88157,Australia,CPI
2005-04-01,78.20772,Australia,CPI
2005-07-01,78.46561,Australia,CPI
2005-10-01,78.66727,Australia,CPI
2006-01-01,79.16382,Australia,CPI
2006-04-01,79.56989,Australia,CPI
2006-07-01,80.1002,Australia,CPI
2006-10-01,80.55790999999999,Australia,CPI
2007-01-01,80.9621,Australia,CPI
2007-04-01,81.54135,Australia,CPI
2007-07-01,82.04433,Australia,CPI
2007-10-01,82.68079,Australia,CPI
2008-01-01,83.35755999999999,Australia,CPI
2008-04-01,84.55059,Australia,CPI
2008-07-01,85.38309,Australia,CPI
2008-10-01,85.72025,Australia,CPI
2009-01-01,85.80672,Australia,CPI
2009-04-01,86.35313000000001,Australia,CPI
2009-07-01,87.12955,Australia,CPI
2009-10-01,87.5617,Australia,CPI
2010-01-01,88.06571,Australia,CPI
2010-04-01,88.75435999999999,Australia,CPI
2010-07-01,89.72064,Australia,CPI
2010-10-01,89.65695,Australia,CPI
2011-01-01,90.10097,Australia,CPI
2011-04-01,90.73672,Australia,CPI
2011-07-01,91.35447,Australia,CPI
2011-10-01,91.67447,Australia,CPI
2012-01-01,92.09025,Australia,CPI
2012-04-01,92.54213,Australia,CPI
2012-07-01,93.39642,Australia,CPI
2012-10-01,93.58985,Australia,CPI
2013-01-01,94.0942,Australia,CPI
2013-04-01,94.69039,Australia,CPI
2013-07-01,95.52701,Australia,CPI
2013-10-01,96.22695,Australia,CPI
2014-01-01,96.61742,Australia,CPI
2014-04-01,97.28919,Australia,CPI
2014-07-01,97.92242,Australia,CPI
2014-10-01,98.55798,Australia,CPI
2015-01-01,99.35311,Australia,CPI
2015-04-01,99.55983,Australia,CPI
2015-07-01,100.1345,Australia,CPI
2015-10-01,100.9525,Australia,CPI
2016-01-01,101.2308,Australia,CPI
2016-04-01,101.5378,Australia,CPI
2016-07-01,102.0501,Australia,CPI
2016-10-01,102.4309,Australia,CPI
2017-01-01,102.7194,Australia,CPI
2017-04-01,103.1323,Australia,CPI
2017-07-01,103.8743,Australia,CPI
2017-10-01,104.058,Australia,CPI
2018-01-01,104.3905,Australia,CPI
2018-04-01,104.7721,Australia,CPI
2018-07-01,105.1651,Australia,CPI
2018-10-01,105.7926,Australia,CPI
2019-01-01,105.9247,Australia,CPI
2019-04-01,106.4549,Australia,CPI
2019-07-01,107.1806,Australia,CPI
2019-10-01,107.715,Australia,CPI
2020-01-01,108.0104,Australia,CPI
2020-04-01,106.3672,Australia,CPI
2020-07-01,108.1639,Australia,CPI
2020-10-01,109.6069,Australia,CPI
2021-01-01,109.9773,Australia,CPI
2021-04-01,110.3647,Australia,CPI
2021-07-01,111.0623,Australia,CPI
2021-10-01,112.4478,Australia,CPI
2022-01-01,114.152,Australia,CPI
2022-04-01,116.0582,Australia,CPI
2022-07-01,118.0559,Australia,CPI
2022-10-01,120.3108,Australia,CPI
2023-01-01,121.7035,Australia,CPI
2023-04-01,122.8214,Australia,CPI
2023-07-01,124.0787,Australia,CPI
2023-10-01,124.9122,Australia,CPI
2024-01-01,126.3355,Australia,CPI
2024-04-01,127.4861,Australia,CPI
2024-07-01,128.7212,Australia,CPI
2024-10-01,129.518,Australia,CPI
1961-01-01,13.20813,Canada,CPI
1961-04-01,13.22873,Canada,CPI
1961-07-01,13.21085,Canada,CPI
1961-10-01,13.22186,Canada,CPI
1962-01-01,13.19984,Canada,CPI
1962-04-01,13.33614,Canada,CPI
1962-07-01,13.40531,Canada,CPI
1962-10-01,13.48169,Canada,CPI
1963-01-01,13.45815,Canada,CPI
1963-04-01,13.45684,Canada,CPI
1963-07-01,13.65947,Canada,CPI
1963-10-01,13.71712,Canada,CPI
1964-01-01,13.74435,Canada,CPI
1964-04-01,13.83292,Canada,CPI
1964-07-01,13.88967,Canada,CPI
1964-10-01,13.98165,Canada,CPI
1965-01-01,14.027829999999998,Canada,CPI
1965-04-01,14.16107,Canada,CPI
1965-07-01,14.25463,Canada,CPI
1965-10-01,14.35563,Canada,CPI
1966-01-01,14.49397,Canada,CPI
1966-04-01,14.68723,Canada,CPI
1966-07-01,14.78636,Canada,CPI
1966-10-01,14.88366,Canada,CPI
1967-01-01,15.0081,Canada,CPI
1967-04-01,15.25377,Canada,CPI
1967-07-01,15.44232,Canada,CPI
1967-10-01,15.54639,Canada,CPI
1968-01-01,15.70696,Canada,CPI
1968-04-01,15.79848,Canada,CPI
1968-07-01,16.07333,Canada,CPI
1968-10-01,16.23697,Canada,CPI
1969-01-01,16.32282,Canada,CPI
1969-04-01,16.694760000000002,Canada,CPI
1969-07-01,16.86731,Canada,CPI
1969-10-01,16.98215,Canada,CPI
1970-01-01,17.17955,Canada,CPI
1970-04-01,17.25722,Canada,CPI
1970-07-01,17.42773,Canada,CPI
1970-10-01,17.41524,Canada,CPI
1971-01-01,17.50534,Canada,CPI
1971-04-01,17.68473,Canada,CPI
1971-07-01,17.968729999999997,Canada,CPI
1971-10-01,18.11211,Canada,CPI
1972-01-01,18.31331,Canada,CPI
1972-04-01,18.51247,Canada,CPI
1972-07-01,18.83664,Canada,CPI
1972-10-01,18.99887,Canada,CPI
1973-01-01,19.25265,Canada,CPI
1973-04-01,19.61397,Canada,CPI
1973-07-01,20.09063,Canada,CPI
1973-10-01,20.43116,Canada,CPI
1974-01-01,20.85393,Canada,CPI
1974-04-01,21.53576,Canada,CPI
1974-07-01,22.13719,Canada,CPI
1974-10-01,22.80697,Canada,CPI
1975-01-01,23.20306,Canada,CPI
1975-04-01,23.75854,Canada,CPI
1975-07-01,24.35346,Canada,CPI
1975-10-01,24.9032,Canada,CPI
1976-01-01,25.33093,Canada,CPI
1976-04-01,25.76488,Canada,CPI
1976-07-01,26.19315,Canada,CPI
1976-10-01,26.61259,Canada,CPI
1977-01-01,27.10082,Canada,CPI
1977-04-01,27.69895,Canada,CPI
1977-07-01,28.21518,Canada,CPI
1977-10-01,28.72498,Canada,CPI
1978-01-01,29.23466,Canada,CPI
1978-04-01,29.71235,Canada,CPI
1978-07-01,30.33683,Canada,CPI
1978-10-01,30.98825,Canada,CPI
1979-01-01,31.44305,Canada,CPI
1979-04-01,32.28611,Canada,CPI
1979-07-01,32.91534,Canada,CPI
1979-10-01,33.68685,Canada,CPI
1980-01-01,34.341190000000005,Canada,CPI
1980-04-01,35.2653,Canada,CPI
1980-07-01,36.15656,Canada,CPI
1980-10-01,36.93435,Canada,CPI
1981-01-01,38.01511,Canada,CPI
1981-04-01,39.06521,Canada,CPI
1981-07-01,40.15191,Canada,CPI
1981-10-01,41.33028,Canada,CPI
1982-01-01,42.32887,Canada,CPI
1982-04-01,43.45179,Canada,CPI
1982-07-01,44.4136,Canada,CPI
1982-10-01,45.32663,Canada,CPI
1983-01-01,45.72626,Canada,CPI
1983-04-01,46.2721,Canada,CPI
1983-07-01,46.87595,Canada,CPI
1983-10-01,47.48993,Canada,CPI
1984-01-01,47.77571,Canada,CPI
1984-04-01,48.20778,Canada,CPI
1984-07-01,48.572590000000005,Canada,CPI
1984-10-01,49.037690000000005,Canada,CPI
1985-01-01,49.41777,Canada,CPI
1985-04-01,50.07536,Canada,CPI
1985-07-01,50.751000000000005,Canada,CPI
1985-10-01,51.18719,Canada,CPI
1986-01-01,51.79002,Canada,CPI
1986-04-01,52.77245,Canada,CPI
1986-07-01,53.45324,Canada,CPI
1986-10-01,54.07108,Canada,CPI
1987-01-01,54.41511,Canada,CPI
1987-04-01,55.14245,Canada,CPI
1987-07-01,55.76831,Canada,CPI
1987-10-01,56.29032,Canada,CPI
1988-01-01,56.89096,Canada,CPI
1988-04-01,57.68789,Canada,CPI
1988-07-01,58.33772,Canada,CPI
1988-10-01,59.11224,Canada,CPI
1989-01-01,59.84998,Canada,CPI
1989-04-01,60.77196,Canada,CPI
1989-07-01,61.68096,Canada,CPI
1989-10-01,62.33134,Canada,CPI
1990-01-01,62.93032,Canada,CPI
1990-04-01,63.51836,Canada,CPI
1990-07-01,64.15576,Canada,CPI
1990-10-01,64.93706,Canada,CPI
1991-01-01,67.02662,Canada,CPI
1991-04-01,67.7159,Canada,CPI
1991-07-01,68.17564,Canada,CPI
1991-10-01,68.54151999999999,Canada,CPI
1992-01-01,68.80395,Canada,CPI
1992-04-01,69.11222,Canada,CPI
1992-07-01,69.33614,Canada,CPI
1992-10-01,69.78419,Canada,CPI
1993-01-01,70.20073000000001,Canada,CPI
1993-04-01,70.31891999999999,Canada,CPI
1993-07-01,70.68075,Canada,CPI
1993-10-01,71.18271999999999,Canada,CPI
1994-01-01,70.73222,Canada,CPI
1994-04-01,70.35063000000001,Canada,CPI
1994-07-01,70.64231,Canada,CPI
1994-10-01,71.05181999999999,Canada,CPI
1995-01-01,71.64296,Canada,CPI
1995-04-01,72.09052,Canada,CPI
1995-07-01,72.47009,Canada,CPI
1995-10-01,72.64808000000001,Canada,CPI
1996-01-01,72.83636,Canada,CPI
1996-04-01,73.14733000000001,Canada,CPI
1996-07-01,73.48201999999999,Canada,CPI
1996-10-01,73.75394,Canada,CPI
1997-01-01,74.10696,Canada,CPI
1997-04-01,74.48583,Canada,CPI
1997-07-01,74.66323,Canada,CPI
1997-10-01,74.67631,Canada,CPI
1998-01-01,75.18385,Canada,CPI
1998-04-01,75.41908000000001,Canada,CPI
1998-07-01,75.67565,Canada,CPI
1998-10-01,75.81891999999999,Canada,CPI
1999-01-01,75.89291999999999,Canada,CPI
1999-04-01,76.56392,Canada,CPI
1999-07-01,76.99635,Canada,CPI
1999-10-01,77.11269,Canada,CPI
2000-01-01,77.19296,Canada,CPI
2000-04-01,77.73611,Canada,CPI
2000-07-01,78.23093,Canada,CPI
2000-10-01,78.55629,Canada,CPI
2001-01-01,78.73059,Canada,CPI
2001-04-01,79.4985,Canada,CPI
2001-07-01,80.0575,Canada,CPI
2001-10-01,79.94716,Canada,CPI
2002-01-01,80.2431,Canada,CPI
2002-04-01,81.40961999999999,Canada,CPI
2002-07-01,82.35676,Canada,CPI
2002-10-01,82.76853,Canada,CPI
2003-01-01,83.16702,Canada,CPI
2003-04-01,83.54222,Canada,CPI
2003-07-01,83.72272,Canada,CPI
2003-10-01,84.2538,Canada,CPI
2004-01-01,84.3308,Canada,CPI
2004-04-01,84.70956,Canada,CPI
2004-07-01,84.86419000000001,Canada,CPI
2004-10-01,85.26833,Canada,CPI
2005-01-01,85.52582,Canada,CPI
2005-04-01,85.8106,Canada,CPI
2005-07-01,85.9882,Canada,CPI
2005-10-01,86.44936,Canada,CPI
2006-01-01,86.50166,Canada,CPI
2006-04-01,86.85931,Canada,CPI
2006-07-01,86.99899,Canada,CPI
2006-10-01,87.78973,Canada,CPI
2007-01-01,88.09988,Canada,CPI
2007-04-01,88.70007,Canada,CPI
2007-07-01,89.14243,Canada,CPI
2007-10-01,89.30872,Canada,CPI
2008-01-01,89.06136,Canada,CPI
2008-04-01,89.49345,Canada,CPI
2008-07-01,89.80244,Canada,CPI
2008-10-01,90.67712,Canada,CPI
2009-01-01,90.69774,Canada,CPI
2009-04-01,91.31539,Canada,CPI
2009-07-01,91.38613,Canada,CPI
2009-10-01,91.6945,Canada,CPI
2010-01-01,91.83302,Canada,CPI
2010-04-01,92.30697,Canada,CPI
2010-07-01,92.67249,Canada,CPI
2010-10-01,93.15589,Canada,CPI
2011-01-01,93.22601,Canada,CPI
2011-04-01,93.64217,Canada,CPI
2011-07-01,93.89622,Canada,CPI
2011-10-01,94.50434,Canada,CPI
2012-01-01,94.64664,Canada,CPI
2012-04-01,95.31998,Canada,CPI
2012-07-01,94.9966,Canada,CPI
2012-10-01,95.39019,Canada,CPI
2013-01-01,95.5432,Canada,CPI
2013-04-01,95.90884,Canada,CPI
2013-07-01,95.87669,Canada,CPI
2013-10-01,96.1757,Canada,CPI
2014-01-01,96.56837,Canada,CPI
2014-04-01,97.17833,Canada,CPI
2014-07-01,97.5471,Canada,CPI
2014-10-01,98.20373,Canada,CPI
2015-01-01,99.16448,Canada,CPI
2015-04-01,99.99989,Canada,CPI
2015-07-01,100.3124,Canada,CPI
2015-10-01,100.5232,Canada,CPI
2016-01-01,101.015,Canada,CPI
2016-04-01,102.0222,Canada,CPI
2016-07-01,102.2983,Canada,CPI
2016-10-01,102.3591,Canada,CPI
2017-01-01,102.9689,Canada,CPI
2017-04-01,103.5167,Canada,CPI
2017-07-01,103.7314,Canada,CPI
2017-10-01,104.0672,Canada,CPI
2018-01-01,104.9457,Canada,CPI
2018-04-01,105.5174,Canada,CPI
2018-07-01,106.1114,Canada,CPI
2018-10-01,106.3433,Canada,CPI
2019-01-01,106.9783,Canada,CPI
2019-04-01,107.9004,Canada,CPI
2019-07-01,108.462,Canada,CPI
2019-10-01,108.4141,Canada,CPI
2020-01-01,108.9477,Canada,CPI
2020-04-01,109.0625,Canada,CPI
2020-07-01,109.1738,Canada,CPI
2020-10-01,109.6958,Canada,CPI
2021-01-01,110.1965,Canada,CPI
2021-04-01,111.371,Canada,CPI
2021-07-01,112.5215,Canada,CPI
2021-10-01,113.2638,Canada,CPI
2022-01-01,114.8183,Canada,CPI
2022-04-01,117.0929,Canada,CPI
2022-07-01,118.6851,Canada,CPI
2022-10-01,119.4912,Canada,CPI
2023-01-01,120.4423,Canada,CPI
2023-04-01,122.0874,Canada,CPI
2023-07-01,123.0841,Canada,CPI
2023-10-01,123.869,Canada,CPI
2024-01-01,124.158,Canada,CPI
2024-04-01,125.5529,Canada,CPI
2024-07-01,126.2076,Canada,CPI
2024-10-01,126.4936,Canada,CPI
1960-01-01,,France,CPI
1960-04-01,,France,CPI
1960-07-01,,France,CPI
1960-10-01,,France,CPI
1961-01-01,,France,CPI
1961-04-01,,France,CPI
1961-07-01,,France,CPI
1961-10-01,,France,CPI
1962-01-01,,France,CPI
1962-04-01,,France,CPI
1962-07-01,,France,CPI
1962-10-01,,France,CPI
1963-01-01,,France,CPI
1963-04-01,,France,CPI
1963-07-01,,France,CPI
1963-10-01,,France,CPI
1964-01-01,,France,CPI
1964-04-01,,France,CPI
1964-07-01,,France,CPI
1964-10-01,,France,CPI
1965-01-01,,France,CPI
1965-04-01,,France,CPI
1965-07-01,,France,CPI
1965-10-01,,France,CPI
1966-01-01,,France,CPI
1966-04-01,,France,CPI
1966-07-01,,France,CPI
1966-10-01,,France,CPI
1967-01-01,,France,CPI
1967-04-01,,France,CPI
1967-07-01,,France,CPI
1967-10-01,,France,CPI
1968-01-01,,France,CPI
1968-04-01,,France,CPI
1968-07-01,,France,CPI
1968-10-01,,France,CPI
1969-01-01,,France,CPI
1969-04-01,,France,CPI
1969-07-01,,France,CPI
1969-10-01,,France,CPI
1970-01-01,15.06122,France,CPI
1970-04-01,15.24605,France,CPI
1970-07-01,15.38576,France,CPI
1970-10-01,15.55315,France,CPI
1971-01-01,15.76772,France,CPI
1971-04-01,15.99899,France,CPI
1971-07-01,16.20459,France,CPI
1971-10-01,16.42531,France,CPI
1972-01-01,16.62796,France,CPI
1972-04-01,16.866410000000002,France,CPI
1972-07-01,17.19267,France,CPI
1972-10-01,17.54475,France,CPI
1973-01-01,17.689610000000002,France,CPI
1973-04-01,18.02924,France,CPI
1973-07-01,18.44415,France,CPI
1973-10-01,18.89469,France,CPI
1974-01-01,19.38236,France,CPI
1974-04-01,20.1527,France,CPI
1974-07-01,20.8466,France,CPI
1974-10-01,21.55388,France,CPI
1975-01-01,22.1501,France,CPI
1975-04-01,22.71435,France,CPI
1975-07-01,23.23442,France,CPI
1975-10-01,23.73126,France,CPI
1976-01-01,24.27389,France,CPI
1976-04-01,24.76296,France,CPI
1976-07-01,25.34325,France,CPI
1976-10-01,25.89338,France,CPI
1977-01-01,26.20749,France,CPI
1977-04-01,26.93626,France,CPI
1977-07-01,27.56846,France,CPI
1977-10-01,28.1111,France,CPI
1978-01-01,28.5895,France,CPI
1978-04-01,29.43395,France,CPI
1978-07-01,30.14957,France,CPI
1978-10-01,30.830820000000003,France,CPI
1979-01-01,31.50004,France,CPI
1979-04-01,32.37172,France,CPI
1979-07-01,33.34787,France,CPI
1979-10-01,34.29581,France,CPI
1980-01-01,35.44655,France,CPI
1980-04-01,36.63921,France,CPI
1980-07-01,37.84847,France,CPI
1980-10-01,38.86675,France,CPI
1981-01-01,39.90356,France,CPI
1981-04-01,41.13562,France,CPI
1981-07-01,42.49257,France,CPI
1981-10-01,43.87673,France,CPI
1982-01-01,45.099,France,CPI
1982-04-01,46.43931,France,CPI
1982-07-01,47.00809,France,CPI
1982-10-01,47.73084,France,CPI
1983-01-01,49.15571,France,CPI
1983-04-01,50.57425,France,CPI
1983-07-01,51.63026,France,CPI
1983-10-01,52.55264,France,CPI
1984-01-01,53.45234,France,CPI
1984-04-01,54.45656999999999,France,CPI
1984-07-01,55.2676,France,CPI
1984-10-01,55.98732,France,CPI
1985-01-01,56.68578,France,CPI
1985-04-01,57.65836,France,CPI
1985-07-01,58.35072,France,CPI
1985-10-01,58.86809,France,CPI
1986-01-01,59.35764,France,CPI
1986-04-01,60.04536,France,CPI
1986-07-01,60.62962,France,CPI
1986-10-01,61.15039,France,CPI
1987-01-01,61.90091999999999,France,CPI
1987-04-01,62.56827,France,CPI
1987-07-01,62.97292,France,CPI
1987-10-01,63.3198,France,CPI
1988-01-01,63.73599,France,CPI
1988-04-01,64.41988,France,CPI
1988-07-01,65.00353,France,CPI
1988-10-01,65.44624,France,CPI
1989-01-01,65.89726999999999,France,CPI
1989-04-01,66.50389,France,CPI
1989-07-01,67.00731,France,CPI
1989-10-01,67.44248,France,CPI
1990-01-01,67.85042,France,CPI
1990-04-01,68.53829,France,CPI
1990-07-01,69.05632,France,CPI
1990-10-01,69.61017,France,CPI
1991-01-01,70.25155,France,CPI
1991-04-01,70.83398000000001,France,CPI
1991-07-01,71.3587,France,CPI
1991-10-01,71.98346,France,CPI
1992-01-01,72.5518,France,CPI
1992-04-01,73.18977,France,CPI
1992-07-01,73.65001,France,CPI
1992-10-01,74.03198,France,CPI
1993-01-01,74.65987,France,CPI
1993-04-01,75.21777,France,CPI
1993-07-01,75.48604,France,CPI
1993-10-01,75.79996,France,CPI
1994-01-01,76.20055,France,CPI
1994-04-01,76.60708000000001,France,CPI
1994-07-01,76.80001,France,CPI
1994-10-01,77.14827,France,CPI
1995-01-01,77.48874,France,CPI
1995-04-01,77.89925,France,CPI
1995-07-01,78.34843000000001,France,CPI
1995-10-01,78.86411,France,CPI
1996-01-01,79.33,France,CPI
1996-04-01,79.85619,France,CPI
1996-07-01,79.85757,France,CPI
1996-10-01,79.96471,France,CPI
1997-01-01,80.18412,France,CPI
1997-04-01,80.57996,France,CPI
1997-07-01,80.61192,France,CPI
1997-10-01,80.67113,France,CPI
1998-01-01,80.80283,France,CPI
1998-04-01,81.26241,France,CPI
1998-07-01,81.25182,France,CPI
1998-10-01,81.27387,France,CPI
1999-01-01,81.30502,France,CPI
1999-04-01,81.7714,France,CPI
1999-07-01,81.70212,France,CPI
1999-10-01,81.68732,France,CPI
2000-01-01,81.72936999999999,France,CPI
2000-04-01,82.00344,France,CPI
2000-07-01,82.10343,France,CPI
2000-10-01,82.28539,France,CPI
2001-01-01,82.39474,France,CPI
2001-04-01,82.97084,France,CPI
2001-07-01,83.18826,France,CPI
2001-10-01,83.45535,France,CPI
2002-01-01,83.98101,France,CPI
2002-04-01,84.63428,France,CPI
2002-07-01,85.07507,France,CPI
2002-10-01,85.35783,France,CPI
2003-01-01,85.78177,France,CPI
2003-04-01,86.33663,France,CPI
2003-07-01,86.55105999999999,France,CPI
2003-10-01,87.30649,France,CPI
2004-01-01,87.76201999999999,France,CPI
2004-04-01,88.34716999999999,France,CPI
2004-07-01,88.67719,France,CPI
2004-10-01,88.92175,France,CPI
2005-01-01,88.985,France,CPI
2005-04-01,89.58766999999999,France,CPI
2005-07-01,89.68755,France,CPI
2005-10-01,89.88747,France,CPI
2006-01-01,89.95708,France,CPI
2006-04-01,90.59326,France,CPI
2006-07-01,90.74084,France,CPI
2006-10-01,91.02431,France,CPI
2007-01-01,91.15713,France,CPI
2007-04-01,91.86909,France,CPI
2007-07-01,92.09556,France,CPI
2007-10-01,92.51711,France,CPI
2008-01-01,92.62994,France,CPI
2008-04-01,93.36407,France,CPI
2008-07-01,93.48774,France,CPI
2008-10-01,93.83607,France,CPI
2009-01-01,93.97172,France,CPI
2009-04-01,94.6966,France,CPI
2009-07-01,94.74125,France,CPI
2009-10-01,94.83323,France,CPI
2010-01-01,94.95556,France,CPI
2010-04-01,95.45934,France,CPI
2010-07-01,95.55788,France,CPI
2010-10-01,95.68238,France,CPI
2011-01-01,95.72421,France,CPI
2011-04-01,96.59303,France,CPI
2011-07-01,96.51717,France,CPI
2011-10-01,97.01534,France,CPI
2012-01-01,97.13602,France,CPI
2012-04-01,98.02185,France,CPI
2012-07-01,97.9806,France,CPI
2012-10-01,98.10143,France,CPI
2013-01-01,97.99454,France,CPI
2013-04-01,98.69355,France,CPI
2013-07-01,98.83022,France,CPI
2013-10-01,98.90782,France,CPI
2014-01-01,99.03912,France,CPI
2014-04-01,99.71256,France,CPI
2014-07-01,99.73571,France,CPI
2014-10-01,99.58746,France,CPI
2015-01-01,99.33698,France,CPI
2015-04-01,100.2388,France,CPI
2015-07-01,100.2627,France,CPI
2015-10-01,100.1615,France,CPI
2016-01-01,99.8588,France,CPI
2016-04-01,100.6405,France,CPI
2016-07-01,100.6298,France,CPI
2016-10-01,100.5343,France,CPI
2017-01-01,100.2012,France,CPI
2017-04-01,101.1233,France,CPI
2017-07-01,101.2082,France,CPI
2017-10-01,101.2249,France,CPI
2018-01-01,101.2115,France,CPI
2018-04-01,102.2991,France,CPI
2018-07-01,102.3606,France,CPI
2018-10-01,102.1469,France,CPI
2019-01-01,101.9189,France,CPI
2019-04-01,102.9597,France,CPI
2019-07-01,103.1221,France,CPI
2019-10-01,103.2191,France,CPI
2020-01-01,103.0929,France,CPI
2020-04-01,103.7216,France,CPI
2020-07-01,104.2195,France,CPI
2020-10-01,103.8257,France,CPI
2021-01-01,104.0102,France,CPI
2021-04-01,104.6189,France,CPI
2021-07-01,104.9707,France,CPI
2021-10-01,105.2271,France,CPI
2022-01-01,105.8456,France,CPI
2022-04-01,107.4579,France,CPI
2022-07-01,108.4544,France,CPI
2022-10-01,108.7093,France,CPI
2023-01-01,109.5565,France,CPI
2023-04-01,111.4784,France,CPI
